"source","date","assertionType","evidenceType","prefix","exactText","suffix","modality","statementType","comment","drug1Lab","drug1Type","drug1Role","dose1","drug2Lab","drug2Type","drug2Role","dose2","objectRegimens","objectFormulation","objectDuration","preciptRegimens","preciptFormulation","preciptDuration","numOfParticipants","auc","aucType","aucDirection","clearance","clearanceType","clearanceDirection","cmax","cmaxType","cmaxDirection","halflife","halflifeType","halflifeDirection"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:29:30 -0400","DDI-clinical-trial","evidence-supports","    Ramelteon   ","When fluvoxamine 100 mg twice daily was administered for 3 days prior to single-dose coadministration of ramelteon 16 mg and fluvoxamine, the AUC for ramelteon increased approximately 190-fold and the Cmax increased approximately 70-fold compared to ramelteon administered alone. Ramelteon should not be used in combination with fluvoxamine. ","","ncit:positive","ncit:quantitative",,"fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","100","ramelteon","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","16","SD","Oral","1","BID","Oral","3","Unk","190","Fold","Increase","Unk","UNK","UNK","70","Fold","Increase","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:34:37 -0500","drug-drug-interaction","evidence-supports"," Drugs Metabolized by CYP2D6   ","Bupropion and its metabolites (erythrohydrobupropion, threohydrobupropion, hydroxybupropion) are CYP2D6 inhibitors. Therefore, coadministration of WELLBUTRIN XL with drugs that are metabolized by CYP2D6 can increase the exposures of drugs that are substrates of CYP2D6. Such drugs include antidepressants (e.g., venlafaxine, nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, and sertraline), antipsychotics (e.g. haloperidol, risperidone, and thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g. propafenone, and flecainide). When used concomitantly with WELLBUTRIN XL, it may be necessary to decrease the dose of these CYP2D6 substrates, particularly for drugs with a narrow therapeutic index.","","ncit:positive","ncit:Qualitative",,"Bupropion","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"antipsychotics","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/0177d783-773c-41bf-9db9-eb7e5c64474a.html","2015-11-05 10:40:12 -0500","drug-drug-interaction","evidence-supports","Drugs Metabolized by P450 2D6   ","The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the caucasian population (about 7-10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African, and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).    In addition, certain drugs inhibit the activity of the isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).    Concomitant use of tricyclic antidepressants with drugs that can inhibit cytochrome P450 2D6 may require lower doses than usually prescribed for either the tricyclic antidepressant or the other drug. Furthermore, whenever one of these other drugs is withdrawn from co-therapy, an increased dose of tricyclic antidepressant may be required. It is desirable to monitor TCA plasma levels whenever a TCA is going to be co-administered with another drug known to be an inhibitor of P450 2D6.","","ncit:positive","ncit:Qualitative",,"tricyclic antidepressants","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","","propafenone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html","2015-11-06 15:56:02 -0500","DDI-clinical-trial","evidence-supports","may be necessary when coadministered with nefazodone .  ","Lorazepam – When lorazepam (2 mg BID) and nefazodone (200 mg BID) were coadministered to steady state, there was no change in any pharmacokinetic parameter for either drug compared to each drug administered alone. Therefore, dosage adjustment is not necessary for either drug when coadministered.","","ncit:negative","ncit:quantitative",,"lorazepam","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","2","nefazodone","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","200","BID","Oral","Unk","BID","Oral","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/010f9162-9f7f-4b6d-a6e4-4f832f26f38e.html","2015-10-29 10:41:13 -0400","drug-drug-interaction","evidence-supports","  Ketoconazole  ","In healthy, male, Caucasian patients (n=24), coadministration of the potent CYP3A4 inhibitor ketoconazole (200 mg b.i.d. for 6.5 days) increased the peak plasma levels and the AUC of a single 30-mg dose of mirtazapine by approximately 40% and 50%, respectively.    Caution should be exercised when coadministering mirtazapine with potent CYP3A4 inhibitors, HIV protease inhibitors, azole antifungals, erythromycin, or nefazodone.","","ncit:positive","ncit:Qualitative",,"nefazodone","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","","mirtazapine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/e17dc299-f52d-414d-ab6e-e809bd6f8acb.html","2015-11-04 14:10:24 -0500","drug-drug-interaction","evidence-supports","","Drugs Metabolized by P450 2D6 – The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the Caucasian population (about 7% to 10% of Caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).","","ncit:positive","ncit:Qualitative","8 fold plasma concentration increase","debrisoquin","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"tricyclic antidepressants","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/e17dc299-f52d-414d-ab6e-e809bd6f8acb.html","2015-11-04 14:14:49 -0500","drug-drug-interaction","evidence-supports","(TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ","In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","","ncit:positive","ncit:Qualitative",,"antidepressants","dikbD2R:drug-group","dikbD2R:precipitant-drug-of-interaction",,"TCA","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b8881a81-75d7-43e8-825f-37c352c146dc.html","2015-11-04 14:21:12 -0500","drug-drug-interaction","evidence-supports","The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquine hydroxylase) is reduced in a subset of the Caucasian population (about 7% to 10% of Caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African, and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small or quite large (8 fold increase in plasma AUC of the TCA).  ","In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics, propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the coadministration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","","ncit:positive","ncit:Qualitative",,"sertraline","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"TCA","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:37:39 -0400","drug-drug-interaction","evidence-supports","7.1 Potential Interactions with Drugs that Inhibit or are Metabolized by Cytochrome P450 Isoenzymes  ","Multiple hepatic cytochrome P450 isoenzymes are involved in the oxidative biotransformation of a large number of structurally different drugs and endogenous compounds. The available knowledge concerning the relationship of fluvoxamine and the cytochrome P450 isoenzyme system has been obtained mostly from pharmacokinetic interaction studies conducted in healthy volunteers, but some preliminary in vitro data are also available. Based on a finding of substantial interactions of fluvoxamine with certain of these drugs [see later parts of this section and also Warnings and Precautions (5)] and limited in vitro data for CYP3A4, it appears that fluvoxamine inhibits several cytochrome P450 isoenzymes that are known to be involved in the metabolism of other drugs such as: CYP1A2 (e.g., warfarin, theophylline, propranolol, tizanidine), CYP2C9 (e.g., warfarin), CYP3A4 (e.g., alprazolam), and CYP2C19 (e.g., omeprazole). ","","ncit:positive","ncit:Qualitative",,"omeprazole","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","","fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:40:32 -0500","drug-drug-interaction","evidence-supports","XL, it may be necessary to decrease the dose of these CYP2D6 substrates, particularly for drugs with a narrow therapeutic index.  ","Drugs that require metabolic activation by CYP2D6 to be effective (e.g., tamoxifen), theoretically could have reduced efficacy when administered concomitantly with inhibitors of CYP2D6 such as bupropion. Patients treated concomitantly with WELLBUTRIN XL and such drugs may require increased doses of the drug [see Clinical Pharmacology (12.3)].","","ncit:positive","ncit:Qualitative",,"tamoxifen","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","","bupropion","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:30:13 -0500","drug-drug-interaction","evidence-supports"," Drugs Metabolized by CYP2D6   ","Bupropion and its metabolites (erythrohydrobupropion, threohydrobupropion, hydroxybupropion) are CYP2D6 inhibitors. Therefore, coadministration of WELLBUTRIN XL with drugs that are metabolized by CYP2D6 can increase the exposures of drugs that are substrates of CYP2D6. Such drugs include antidepressants (e.g., venlafaxine, nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, and sertraline), antipsychotics (e.g. haloperidol, risperidone, and thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g. propafenone, and flecainide). When used concomitantly with WELLBUTRIN XL, it may be necessary to decrease the dose of these CYP2D6 substrates, particularly for drugs with a narrow therapeutic index.","","ncit:positive","ncit:Qualitative",,"Bupropion","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"nortriptyline","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/c25f968b-7037-4f60-9a02-2189769b0cbf.html","2015-10-28 16:36:27 -0400","DDI-clinical-trial","evidence-supports","should be contraindicated (see CONTRAINDICATIONS ).  ","Results of a placebo-controlled trial in normal volunteers suggest that chronic administration of sertraline 200 mg/day does not produce clinically important inhibition of phenytoin metabolism. Nonetheless, at this time, it is recommended that plasma phenytoin concentrations be monitored following initiation of sertraline therapy with appropriate adjustments to the phenytoin dose, particularly in patients with multiple underlying medical conditions and/or those receiving multiple concomitant medications.","","ncit:negative","ncit:quantitative",,"sertraline","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","phenytoin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:42:42 -0500","DDI-clinical-trial","evidence-supports","Potential for Other Drugs to Affect WELLBUTRIN XL    ","In vitro studies indicate that bupropion is primarily metabolized to hydroxybupropion by CYP2B6. Therefore, the potential exists for drug interactions between WELLBUTRIN XL and drugs that are inhibitors or inducers of CYP2B6. In addition, in vitro studies suggest that paroxetine, sertraline, norfluoxetine, fluvoxamine, and nelfinavir, inhibit the hydroxylation of bupropion.","","ncit:positive","ncit:quantitative",,"bupropion","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","Unk","fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html","2015-11-06 15:45:24 -0500","DDI-clinical-trial","evidence-supports","Interaction With Carbamazepine  ","The coadministration of carbamazepine 200 mg BID with nefazodone 200 mg BID, at steady state for both drugs, resulted in almost 95% reductions in AUCs for nefazodone and hydroxynefazodone, likely resulting in insufficient plasma nefazodone and hydroxynefazodone concentrations for achieving an antidepressant effect for nefazodone. Consequently, it is recommended that nefazodone not be used in combination with carbamazepine (see CONTRAINDICATIONS and PRECAUTIONS).","","ncit:positive","ncit:quantitative",,"nefazodone","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","200","carbamazepine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","200","BID","Oral","Unk","BID","Oral","Unk","Unk","95","Percent","Decrease","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:55:58 -0500","DDI-clinical-trial","evidence-supports",".","    Citalopram: Citalopram did not affect the pharmacokinetics of bupropion and its three metabolites.","","ncit:negative","ncit:quantitative",,"Citalopram","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","bupropion","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:34:37 -0500","drug-drug-interaction","evidence-supports"," Drugs Metabolized by CYP2D6   ","Bupropion and its metabolites (erythrohydrobupropion, threohydrobupropion, hydroxybupropion) are CYP2D6 inhibitors. Therefore, coadministration of WELLBUTRIN XL with drugs that are metabolized by CYP2D6 can increase the exposures of drugs that are substrates of CYP2D6. Such drugs include antidepressants (e.g., venlafaxine, nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, and sertraline), antipsychotics (e.g. haloperidol, risperidone, and thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g. propafenone, and flecainide). When used concomitantly with WELLBUTRIN XL, it may be necessary to decrease the dose of these CYP2D6 substrates, particularly for drugs with a narrow therapeutic index.","","ncit:positive","ncit:Qualitative",,"Bupropion","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"beta-blockers","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/0177d783-773c-41bf-9db9-eb7e5c64474a.html","2015-11-05 10:40:12 -0500","drug-drug-interaction","evidence-supports","Drugs Metabolized by P450 2D6   ","The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the caucasian population (about 7-10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African, and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).    In addition, certain drugs inhibit the activity of the isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).    Concomitant use of tricyclic antidepressants with drugs that can inhibit cytochrome P450 2D6 may require lower doses than usually prescribed for either the tricyclic antidepressant or the other drug. Furthermore, whenever one of these other drugs is withdrawn from co-therapy, an increased dose of tricyclic antidepressant may be required. It is desirable to monitor TCA plasma levels whenever a TCA is going to be co-administered with another drug known to be an inhibitor of P450 2D6.","","ncit:positive","ncit:Qualitative",,"flecainide","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"tricyclic antidepressants","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:27:20 -0500","drug-drug-interaction","evidence-supports","Clinical Pharmacology (12.3) ].   Inducers of CYP2B6    ","Ritonavir, Lopinavir, and Efavirenz: Concomitant treatment with these drugs can decrease bupropion and hydroxybupropion exposure. Dosage increase of WELLBUTRIN XL may be necessary when coadministered with ritonavir, lopinavir, or efavirenz but should not exceed the maximum recommended dose [see Clinical Pharmacology (12.3)].","","ncit:positive","ncit:Qualitative",,"hydroxybupropion","dikbD2R:metabolite","dikbD2R:object-drug-of-interaction","","ritonavir","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/ea35caf8-c8c8-481a-97a2-25f68cbc240b.html","2015-10-29 11:11:52 -0400","drug-drug-interaction","evidence-supports","Paralytic ileus may occur in patients taking tricyclic antidepressants in combination with anticholinergic type drugs.  ","Cimetidine is reported to reduce hepatic metabolism of certain tricyclic antidepressants, thereby delaying elimination and increasing steady-state concentrations of these drugs. Clinically significant effects have been reported with the tricyclic antidepressants when used concomitantly with cimetidine. Increases in plasma levels of tricyclic antidepressants, and in the frequency and severity of side effects, particularly anticholinergic, have been reported when cimetidine was added to the drug regimen. Discontinuation of cimetidine in well controlled patients receiving tricyclic antidepressants and cimetidine may decrease the plasma levels and efficacy of the antidepressants.","","ncit:positive","ncit:Qualitative",,"cimetidine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"tricyclic antidepressants","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:32:38 -0400","DDI-clinical-trial","evidence-supports","   Warfarin  ","When fluvoxamine maleate (50 mg t.i.d.) was administered concomitantly with warfarin for 2 weeks, warfarin plasma concentrations increased by 98% and prothrombin times were prolonged. Thus patients receiving oral anticoagulants and fluvoxamine maleate tablets should have their prothrombin time monitored and their anticoagulant dose adjusted accordingly. No dosage adjustment is required for fluvoxamine maleate tablets. ","","ncit:positive","ncit:quantitative","Increased plasma concentration of warfarin","fluvoxamine maleate","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","50","warfarin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","14","TID","Oral","14","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:37:39 -0400","drug-drug-interaction","evidence-supports","metabolism have not been studied.  ","A clinically significant fluvoxamine interaction is possible with drugs having a narrow therapeutic ratio such as pimozide, warfarin, theophylline, certain benzodiazepines, omeprazole and phenytoin. If fluvoxamine maleate tablets are to be administered together with a drug that is eliminated via oxidative metabolism and has a narrow therapeutic window, plasma levels and/or pharmacodynamic effects of the latter drug should be monitored closely, at least until steady-state conditions are reached [see Contraindications (4) and Warnings and Precautions (5)]. ","","ncit:positive","ncit:Qualitative",,"fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"benzodiazepines","dikbD2R:drug-group","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:37:39 -0400","drug-drug-interaction","evidence-supports","7.1 Potential Interactions with Drugs that Inhibit or are Metabolized by Cytochrome P450 Isoenzymes  ","Multiple hepatic cytochrome P450 isoenzymes are involved in the oxidative biotransformation of a large number of structurally different drugs and endogenous compounds. The available knowledge concerning the relationship of fluvoxamine and the cytochrome P450 isoenzyme system has been obtained mostly from pharmacokinetic interaction studies conducted in healthy volunteers, but some preliminary in vitro data are also available. Based on a finding of substantial interactions of fluvoxamine with certain of these drugs [see later parts of this section and also Warnings and Precautions (5)] and limited in vitro data for CYP3A4, it appears that fluvoxamine inhibits several cytochrome P450 isoenzymes that are known to be involved in the metabolism of other drugs such as: CYP1A2 (e.g., warfarin, theophylline, propranolol, tizanidine), CYP2C9 (e.g., warfarin), CYP3A4 (e.g., alprazolam), and CYP2C19 (e.g., omeprazole). ","","ncit:positive","ncit:Qualitative",,"warfarin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","","fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html","2015-10-27 15:29:30 -0400","drug-drug-interaction","evidence-supports","    Methadone   ","Significantly increased methadone (plasma level:dose) ratios have been reported when fluvoxamine maleate was administered to patients receiving maintenance methadone treatment, with symptoms of opioid intoxication in one patient. Opioid withdrawal symptoms were reported following fluvoxamine maleate discontinuation in another patient. ","","ncit:positive","ncit:Qualitative","Increased plasma levels","fluvoxamine maleate","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"methadone","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a435da9d-f6e8-4ddc-897d-8cd2bf777b21.html","2015-11-05 15:30:13 -0500","drug-drug-interaction","evidence-supports"," Drugs Metabolized by CYP2D6   ","Bupropion and its metabolites (erythrohydrobupropion, threohydrobupropion, hydroxybupropion) are CYP2D6 inhibitors. Therefore, coadministration of WELLBUTRIN XL with drugs that are metabolized by CYP2D6 can increase the exposures of drugs that are substrates of CYP2D6. Such drugs include antidepressants (e.g., venlafaxine, nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, and sertraline), antipsychotics (e.g. haloperidol, risperidone, and thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g. propafenone, and flecainide). When used concomitantly with WELLBUTRIN XL, it may be necessary to decrease the dose of these CYP2D6 substrates, particularly for drugs with a narrow therapeutic index.","","ncit:positive","ncit:Qualitative",,"Bupropion","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"desipramine","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
